'0000000000101C02,0,0,0,x,7
'0000000010380800,0,0,1, ,7
'0000000838100000,0,0,2, ,7
'0000021C10000000,0,0,3, ,7
'0000470800000000,0,0,4, ,7
'0004E20000000000,0,0,5,x,7
'002E400000000000,0,0,6,x,7
'0000000000203804,0,1,0, ,7
'0000000020701000,0,1,1, ,7
'0000001070200000,0,1,2, ,7
'0000043820000000,0,1,3, ,7
'00008E1000000000,0,1,4,x,7
'0009C40000000000,0,1,5, ,7
'0000000000407008,0,2,0, ,7
'0000000040E02000,0,2,1, ,7
'00000020E0400000,0,2,2, ,7
'0000087040000000,0,2,3,x,7
'00011C2000000000,0,2,4, ,7
'000000000080E010,0,3,0, ,7
'0000000081C04000,0,3,1, ,7
'00000041C0800000,0,3,2,x,7
'000010E080000000,0,3,3, ,7
'000000000101C020,0,4,0, ,7
'0000000103808000,0,4,1,x,7
'0000008381000000,0,4,2, ,7
'0000000002038040,0,5,0,x,7
'0000000207010000,0,5,1, ,7
'0000000004070080,0,6,0,x,7
