'0000000000001807,0,0,0, ,9
'0000000000301C00,0,0,1, ,9
'0000000030380000,0,0,2, ,9
'0000001838000000,0,0,3, ,9
'0000061C00000000,0,0,4, ,9
'0000C70000000000,0,0,5, ,9
'000CE00000000000,0,0,6,x,9
'000000000000300E,0,1,0, ,9
'0000000000603800,0,1,1, ,9
'0000000060700000,0,1,2, ,9
'0000003070000000,0,1,3, ,9
'00000C3800000000,0,1,4, ,9
'00018E0000000000,0,1,5, ,9
'000000000000601C,0,2,0, ,9
'0000000000C07000,0,2,1, ,9
'00000000C0E00000,0,2,2, ,9
'00000060E0000000,0,2,3, ,9
'0000187000000000,0,2,4, ,9
'000000000000C038,0,3,0, ,9
'000000000180E000,0,3,1, ,9
'0000000181C00000,0,3,2, ,9
'000000C1C0000000,0,3,3, ,9
'0000000000018070,0,4,0, ,9
'000000000301C000,0,4,1, ,9
'0000000303800000,0,4,2, ,9
'00000000000300E0,0,5,0, ,9
'0000000006038000,0,5,1, ,9
'00000000000601C0,0,6,0,x,9
'0000000000180C02,1,0,0,x,9
'0000000018180800,1,0,1, ,9
'0000000C18100000,1,0,2, ,9
'0000030C10000000,1,0,3, ,9
'0000630800000000,1,0,4, ,9
'0006620000000000,1,0,5, ,9
'0036400000000000,1,0,6,x,9
'0000000000301804,1,1,0, ,9
'0000000030301000,1,1,1, ,9
'0000001830200000,1,1,2, ,9
'0000061820000000,1,1,3, ,9
'0000C61000000000,1,1,4, ,9
'000CC40000000000,1,1,5, ,9
'0000000000603008,1,2,0, ,9
'0000000060602000,1,2,1, ,9
'0000003060400000,1,2,2, ,9
'00000C3040000000,1,2,3, ,9
'00018C2000000000,1,2,4, ,9
'0000000000C06010,1,3,0, ,9
'00000000C0C04000,1,3,1, ,9
'00000060C0800000,1,3,2, ,9
'0000186080000000,1,3,3, ,9
'000000000180C020,1,4,0, ,9
'0000000181808000,1,4,1, ,9
'000000C181000000,1,4,2, ,9
'0000000003018040,1,5,0,x,9
'0000000303010000,1,5,1, ,9
'0000000006030080,1,6,0, ,9
'0000000000001C03,2,0,0, ,9
'0000000000380C00,2,0,1, ,9
'0000000038180000,2,0,2, ,9
'0000001C18000000,2,0,3, ,9
'0000070C00000000,2,0,4, ,9
'0000E30000000000,2,0,5,x,9
'000E600000000000,2,0,6, ,9
'0000000000003806,2,1,0, ,9
'0000000000701800,2,1,1, ,9
'0000000070300000,2,1,2, ,9
'0000003830000000,2,1,3, ,9
'00000E1800000000,2,1,4, ,9
'0001C60000000000,2,1,5, ,9
'000000000000700C,2,2,0, ,9
'0000000000E03000,2,2,1, ,9
'00000000E0600000,2,2,2, ,9
'0000007060000000,2,2,3, ,9
'00001C3000000000,2,2,4, ,9
'000000000000E018,2,3,0, ,9
'0000000001C06000,2,3,1, ,9
'00000001C0C00000,2,3,2, ,9
'000000E0C0000000,2,3,3, ,9
'000000000001C030,2,4,0, ,9
'000000000380C000,2,4,1, ,9
'0000000381800000,2,4,2, ,9
'0000000000038060,2,5,0, ,9
'0000000007018000,2,5,1, ,9
'00000000000700C0,2,6,0,x,9
'0000000000080C03,3,0,0, ,9
'0000000008180C00,3,0,1, ,9
'0000000418180000,3,0,2, ,9
'0000010C18000000,3,0,3, ,9
'0000230C00000000,3,0,4, ,9
'0002630000000000,3,0,5, ,9
'0016600000000000,3,0,6,x,9
'0076000000000000,3,0,7, ,9
'0000000000101806,3,1,0, ,9
'0000000010301800,3,1,1, ,9
'0000000830300000,3,1,2, ,9
'0000021830000000,3,1,3, ,9
'0000461800000000,3,1,4, ,9
'0004C60000000000,3,1,5,x,9
'002CC00000000000,3,1,6, ,9
'000000000020300C,3,2,0, ,9
'0000000020603000,3,2,1, ,9
'0000001060600000,3,2,2, ,9
'0000043060000000,3,2,3, ,9
'00008C3000000000,3,2,4,x,9
'00098C0000000000,3,2,5, ,9
'0000000000406018,3,3,0, ,9
'0000000040C06000,3,3,1, ,9
'00000020C0C00000,3,3,2, ,9
'00000860C0000000,3,3,3,x,9
'0001186000000000,3,3,4, ,9
'000000000080C030,3,4,0, ,9
'000000008180C000,3,4,1, ,9
'0000004181800000,3,4,2,x,9
'000010C180000000,3,4,3, ,9
'0000000001018060,3,5,0, ,9
'0000000103018000,3,5,1,x,9
'0000008303000000,3,5,2, ,9
'00000000020300C0,3,6,0,x,9
'0000000206030000,3,6,1, ,9
'0000000004060180,3,7,0,x,9
'0000000000001C06,4,0,0,x,9
'0000000000381800,4,0,1, ,9
'0000000038300000,4,0,2, ,9
'0000001C30000000,4,0,3, ,9
'0000071800000000,4,0,4, ,9
'0000E60000000000,4,0,5,x,9
'000EC00000000000,4,0,6, ,9
'000000000000380C,4,1,0, ,9
'0000000000703000,4,1,1, ,9
'0000000070600000,4,1,2, ,9
'0000003860000000,4,1,3, ,9
'00000E3000000000,4,1,4, ,9
'0001CC0000000000,4,1,5, ,9
'0000000000007018,4,2,0, ,9
'0000000000E06000,4,2,1, ,9
'00000000E0C00000,4,2,2, ,9
'00000070C0000000,4,2,3, ,9
'00001C6000000000,4,2,4, ,9
'000000000000E030,4,3,0, ,9
'0000000001C0C000,4,3,1, ,9
'00000001C1800000,4,3,2, ,9
'000000E180000000,4,3,3, ,9
'000000000001C060,4,4,0, ,9
'0000000003818000,4,4,1, ,9
'0000000383000000,4,4,2, ,9
'00000000000380C0,4,5,0, ,9
'0000000007030000,4,5,1, ,9
'0000000000070180,4,6,0,x,9
'0000000000180C01,5,0,0, ,9
'0000000018180400,5,0,1, ,9
'0000000C18080000,5,0,2, ,9
'0000030C08000000,5,0,3, ,9
'0000630400000000,5,0,4, ,9
'0006610000000000,5,0,5, ,9
'0036200000000000,5,0,6,x,9
'0000000000301802,5,1,0, ,9
'0000000030300800,5,1,1, ,9
'0000001830100000,5,1,2, ,9
'0000061810000000,5,1,3, ,9
'0000C60800000000,5,1,4, ,9
'000CC20000000000,5,1,5, ,9
'0000000000603004,5,2,0, ,9
'0000000060601000,5,2,1, ,9
'0000003060200000,5,2,2, ,9
'00000C3020000000,5,2,3, ,9
'00018C1000000000,5,2,4, ,9
'0000000000C06008,5,3,0, ,9
'00000000C0C02000,5,3,1, ,9
'00000060C0400000,5,3,2, ,9
'0000186040000000,5,3,3, ,9
