'0000000000180403,0,0,0, ,1
'0000000018080C00,0,0,1, ,1
'0000000C08180000,0,0,2, ,1
'0000030418000000,0,0,3, ,1
'0000610C00000000,0,0,4, ,1
'0006230000000000,0,0,5, ,1
'0032600000000000,0,0,6,x,1
'0000000000300806,0,1,0, ,1
'0000000030101800,0,1,1, ,1
'0000001810300000,0,1,2, ,1
'0000060830000000,0,1,3, ,1
'0000C21800000000,0,1,4, ,1
'000C460000000000,0,1,5, ,1
'000000000060100C,0,2,0, ,1
'0000000060203000,0,2,1, ,1
'0000003020600000,0,2,2, ,1
'00000C1060000000,0,2,3, ,1
'0001843000000000,0,2,4, ,1
'0000000000C02018,0,3,0, ,1
'00000000C0406000,0,3,1, ,1
'0000006040C00000,0,3,2, ,1
'00001820C0000000,0,3,3, ,1
'0000000001804030,0,4,0, ,1
'000000018080C000,0,4,1, ,1
'000000C081800000,0,4,2, ,1
'0000000003008060,0,5,0, ,1
'0000000301018000,0,5,1, ,1
'00000000060100C0,0,6,0,x,1
'0000000000001407,1,0,0, ,1
'0000000000281C00,1,0,1, ,1
'0000000028380000,1,0,2, ,1
'0000001438000000,1,0,3, ,1
'0000051C00000000,1,0,4, ,1
'0000A70000000000,1,0,5, ,1
'000AE00000000000,1,0,6,x,1
'000000000000280E,1,1,0, ,1
'0000000000503800,1,1,1, ,1
'0000000050700000,1,1,2, ,1
'0000002870000000,1,1,3, ,1
'00000A3800000000,1,1,4, ,1
'00014E0000000000,1,1,5, ,1
'000000000000501C,1,2,0, ,1
'0000000000A07000,1,2,1, ,1
'00000000A0E00000,1,2,2, ,1
'00000050E0000000,1,2,3, ,1
'0000147000000000,1,2,4, ,1
'000000000000A038,1,3,0, ,1
'000000000140E000,1,3,1, ,1
'0000000141C00000,1,3,2, ,1
'000000A1C0000000,1,3,3, ,1
'0000000000014070,1,4,0, ,1
'000000000281C000,1,4,1, ,1
'0000000283800000,1,4,2, ,1
'00000000000280E0,1,5,0, ,1
'0000000005038000,1,5,1, ,1
'00000000000501C0,1,6,0,x,1
'0000000000180803,2,0,0,x,1
'0000000018100C00,2,0,1,x,1
'0000000C10180000,2,0,2,x,1
'0000030818000000,2,0,3,x,1
'0000620C00000000,2,0,4,x,1
'0006430000000000,2,0,5,x,1
'0034600000000000,2,0,6,x,1
'0000000000301006,2,1,0, ,1
'0000000030201800,2,1,1, ,1
'0000001820300000,2,1,2, ,1
'0000061030000000,2,1,3, ,1
'0000C41800000000,2,1,4, ,1
'000C860000000000,2,1,5, ,1
'000000000060200C,2,2,0, ,1
'0000000060403000,2,2,1, ,1
'0000003040600000,2,2,2, ,1
'00000C2060000000,2,2,3, ,1
'0001883000000000,2,2,4, ,1
'0000000000C04018,2,3,0, ,1
'00000000C0806000,2,3,1, ,1
'0000006080C00000,2,3,2, ,1
'00001840C0000000,2,3,3, ,1
'0000000001808030,2,4,0, ,1
'000000018100C000,2,4,1, ,1
'000000C101800000,2,4,2, ,1
'0000000003010060,2,5,0,x,1
'0000000302018000,2,5,1, ,1
'00000000060200C0,2,6,0, ,1
'0000000000001C05,3,0,0,x,1
'0000000000381400,3,0,1, ,1
'0000000038280000,3,0,2, ,1
'0000001C28000000,3,0,3, ,1
'0000071400000000,3,0,4, ,1
'0000E50000000000,3,0,5, ,1
'000EA00000000000,3,0,6, ,1
'000000000000380A,3,1,0,x,1
'0000000000702800,3,1,1, ,1
'0000000070500000,3,1,2, ,1
'0000003850000000,3,1,3, ,1
'00000E2800000000,3,1,4, ,1
'0001CA0000000000,3,1,5, ,1
'0000000000007014,3,2,0,x,1
'0000000000E05000,3,2,1, ,1
'00000000E0A00000,3,2,2, ,1
'00000070A0000000,3,2,3, ,1
'00001C5000000000,3,2,4, ,1
'000000000000E028,3,3,0,x,1
'0000000001C0A000,3,3,1, ,1
'00000001C1400000,3,3,2, ,1
'000000E140000000,3,3,3, ,1
'000000000001C050,3,4,0,x,1
'0000000003814000,3,4,1, ,1
'0000000382800000,3,4,2, ,1
'00000000000380A0,3,5,0,x,1
'0000000007028000,3,5,1, ,1
'0000000000070140,3,6,0,x,1
