'0000000000080407,0,0,0, ,4
'0000000008081C00,0,0,1, ,4
'0000000408380000,0,0,2, ,4
'0000010438000000,0,0,3, ,4
'0000211C00000000,0,0,4, ,4
'0002270000000000,0,0,5, ,4
'0012E00000000000,0,0,6,x,4
'005E000000000000,0,0,7,x,4
'000000000010080E,0,1,0, ,4
'0000000010103800,0,1,1, ,4
'0000000810700000,0,1,2, ,4
'0000020870000000,0,1,3, ,4
'0000423800000000,0,1,4, ,4
'00044E0000000000,0,1,5, ,4
'0025C00000000000,0,1,6,x,4
'000000000020101C,0,2,0, ,4
'0000000020207000,0,2,1, ,4
'0000001020E00000,0,2,2, ,4
'00000410E0000000,0,2,3, ,4
'0000847000000000,0,2,4, ,4
'00089C0000000000,0,2,5,x,4
'0000000000402038,0,3,0, ,4
'000000004040E000,0,3,1, ,4
'0000002041C00000,0,3,2, ,4
'00000821C0000000,0,3,3, ,4
'000108E000000000,0,3,4,x,4
'0000000000804070,0,4,0, ,4
'000000008081C000,0,4,1, ,4
'0000004083800000,0,4,2, ,4
'0000104380000000,0,4,3,x,4
'00000000010080E0,0,5,0, ,4
'0000000101038000,0,5,1, ,4
'0000008107000000,0,5,2,x,4
'00000000020101C0,0,6,0,x,4
'0000000202070000,0,6,1,x,4
'0000000004020380,0,7,0,x,4
'0000000000201007,1,0,0, ,4
'0000000020201C00,1,0,1, ,4
'0000001020380000,1,0,2, ,4
'0000041038000000,1,0,3, ,4
'0000841C00000000,1,0,4, ,4
'0008870000000000,1,0,5, ,4
'000000000040200E,1,1,0, ,4
'0000000040403800,1,1,1, ,4
'0000002040700000,1,1,2, ,4
'0000082070000000,1,1,3, ,4
'0001083800000000,1,1,4, ,4
'000000000080401C,1,2,0, ,4
'0000000080807000,1,2,1, ,4
'0000004080E00000,1,2,2, ,4
'00001040E0000000,1,2,3, ,4
'0000000001008038,1,3,0, ,4
'000000010100E000,1,3,1, ,4
'0000008101C00000,1,3,2, ,4
'0000000002010070,1,4,0,x,4
'000000020201C000,1,4,1, ,4
'00000000040200E0,1,5,0, ,4
'0000000000381004,2,0,0, ,4
'0000000038201000,2,0,1, ,4
'0000001C20200000,2,0,2, ,4
'0000071020000000,2,0,3, ,4
'0000E41000000000,2,0,4,x,4
'000E840000000000,2,0,5, ,4
'0000000000702008,2,1,0, ,4
'0000000070402000,2,1,1, ,4
'0000003840400000,2,1,2, ,4
'00000E2040000000,2,1,3, ,4
'0001C82000000000,2,1,4, ,4
'0000000000E04010,2,2,0, ,4
'00000000E0804000,2,2,1, ,4
'0000007080800000,2,2,2, ,4
'00001C4080000000,2,2,3, ,4
'0000000001C08020,2,3,0, ,4
'00000001C1008000,2,3,1, ,4
'000000E101000000,2,3,2, ,4
'0000000003810040,2,4,0,x,4
'0000000382010000,2,4,1, ,4
'0000000007020080,2,5,0, ,4
'0000000000380401,3,0,0, ,4
'0000000038080400,3,0,1, ,4
'0000001C08080000,3,0,2, ,4
'0000070408000000,3,0,3, ,4
'0000E10400000000,3,0,4,x,4
'000E210000000000,3,0,5, ,4
'0000000000700802,3,1,0, ,4
'0000000070100800,3,1,1, ,4
'0000003810100000,3,1,2, ,4
'00000E0810000000,3,1,3, ,4
'0001C20800000000,3,1,4, ,4
'0000000000E01004,3,2,0, ,4
'00000000E0201000,3,2,1, ,4
'0000007020200000,3,2,2, ,4
'00001C1020000000,3,2,3, ,4
'0000000001C02008,3,3,0, ,4
'00000001C0402000,3,3,1, ,4
'000000E040400000,3,3,2, ,4
'0000000003804010,3,4,0, ,4
'0000000380804000,3,4,1, ,4
'0000000007008020,3,5,0, ,4
