'0000000000007010,5,2,0, ,8
'0000000000E04000,5,2,1, ,8
'00000000E0800000,5,2,2, ,8
'0000007080000000,5,2,3, ,8
'00001C4000000000,5,2,4, ,8
'000000000000E020,5,3,0, ,8
'0000000001C08000,5,3,1, ,8
'00000001C1000000,5,3,2, ,8
'000000E100000000,5,3,3, ,8
'000000000001C040,5,4,0, ,8
'0000000003810000,5,4,1, ,8
'0000000382000000,5,4,2, ,8
'0000000000038080,5,5,0, ,8
'0000000007020000,5,5,1, ,8
'0000000000070100,5,6,0,x,8
'0000000000180401,6,0,0, ,8
'0000000018080400,6,0,1, ,8
'0000000C08080000,6,0,2, ,8
'0000030408000000,6,0,3, ,8
'0000610400000000,6,0,4, ,8
'0006210000000000,6,0,5, ,8
'0032200000000000,6,0,6,x,8
'0000000000300802,6,1,0, ,8
'0000000030100800,6,1,1, ,8
'0000001810100000,6,1,2, ,8
'0000060810000000,6,1,3, ,8
'0000C20800000000,6,1,4, ,8
'000C420000000000,6,1,5, ,8
'0000000000601004,6,2,0, ,8
'0000000060201000,6,2,1, ,8
'0000003020200000,6,2,2, ,8
'00000C1020000000,6,2,3, ,8
'0001841000000000,6,2,4, ,8
'0000000000C02008,6,3,0, ,8
'00000000C0402000,6,3,1, ,8
'0000006040400000,6,3,2, ,8
'0000182040000000,6,3,3, ,8
'0000000001804010,6,4,0, ,8
'0000000180804000,6,4,1, ,8
'000000C080800000,6,4,2, ,8
'0000000003008020,6,5,0, ,8
'0000000301008000,6,5,1, ,8
'0000000006010040,6,6,0, ,8
'0000000000000407,7,0,0, ,8
'0000000000081C00,7,0,1, ,8
'0000000008380000,7,0,2, ,8
'0000000438000000,7,0,3, ,8
'0000011C00000000,7,0,4, ,8
'0000270000000000,7,0,5, ,8
'0002E00000000000,7,0,6, ,8
'001E000000000000,7,0,7,x,8
'000000000000080E,7,1,0, ,8
'0000000000103800,7,1,1, ,8
'0000000010700000,7,1,2, ,8
'0000000870000000,7,1,3, ,8
'0000023800000000,7,1,4, ,8
'00004E0000000000,7,1,5, ,8
'0005C00000000000,7,1,6,x,8
'000000000000101C,7,2,0, ,8
'0000000000207000,7,2,1, ,8
'0000000020E00000,7,2,2, ,8
'00000010E0000000,7,2,3, ,8
'0000047000000000,7,2,4, ,8
'00009C0000000000,7,2,5,x,8
'0000000000002038,7,3,0, ,8
'000000000040E000,7,3,1, ,8
'0000000041C00000,7,3,2, ,8
'00000021C0000000,7,3,3, ,8
'000008E000000000,7,3,4,x,8
'0000000000004070,7,4,0, ,8
'000000000081C000,7,4,1, ,8
'0000000083800000,7,4,2, ,8
'0000004380000000,7,4,3,x,8
'00000000000080E0,7,5,0, ,8
'0000000001038000,7,5,1, ,8
'0000000107000000,7,5,2,x,8
'00000000000101C0,7,6,0,x,8
'0000000002070000,7,6,1,x,8
'0000000000020380,7,7,0,x,8
