'0000000000000C03,0,0,0, ,3
'0000000000180C00,0,0,1, ,3
'0000000018180000,0,0,2, ,3
'0000000C18000000,0,0,3, ,3
'0000030C00000000,0,0,4, ,3
'0000630000000000,0,0,5, ,3
'0006600000000000,0,0,6, ,3
'0036000000000000,0,0,7,x,3
'0000000000001806,0,1,0, ,3
'0000000000301800,0,1,1, ,3
'0000000030300000,0,1,2, ,3
'0000001830000000,0,1,3, ,3
'0000061800000000,0,1,4, ,3
'0000C60000000000,0,1,5, ,3
'000CC00000000000,0,1,6, ,3
'000000000000300C,0,2,0, ,3
'0000000000603000,0,2,1, ,3
'0000000060600000,0,2,2, ,3
'0000003060000000,0,2,3, ,3
'00000C3000000000,0,2,4, ,3
'00018C0000000000,0,2,5, ,3
'0000000000006018,0,3,0, ,3
'0000000000C06000,0,3,1, ,3
'00000000C0C00000,0,3,2, ,3
'00000060C0000000,0,3,3, ,3
'0000186000000000,0,3,4, ,3
'000000000000C030,0,4,0, ,3
'000000000180C000,0,4,1, ,3
'0000000181800000,0,4,2, ,3
'000000C180000000,0,4,3, ,3
'0000000000018060,0,5,0, ,3
'0000000003018000,0,5,1, ,3
'0000000303000000,0,5,2, ,3
'00000000000300C0,0,6,0, ,3
'0000000006030000,0,6,1, ,3
'0000000000060180,0,7,0,x,3
