"0000000181000000",0,2,4,2,,"0000000000300806",1,0,1,0,,"00000000000203C0",2,6,6,0,"x","0000000000180C00",3,0,0,1,,"0000000003804010",4,3,4,0,,"0000008103010000",5,7,5,1,"x","00008C6000000000",6,0,2,4,"x","0000000000407008",7,0,2,0,,"0000E40000000000",8,5,0,5,"x","000CE00000000000",9,0,0,6,"x","0000000080804010",10,1,4,0,,"00000001E1000000",11,4,2,2,
"0000184000000000",0,2,3,4,,"0000000038280000",1,3,0,2,,"0000000107800000",2,6,4,2,"x","0006600000000000",3,0,0,6,,"00000000E0201000",4,3,2,1,,"0000104181000000",5,7,4,2,"x","0004CC0000000000",6,0,1,5,"x","0000043820000000",7,0,1,3,,"0000000000001C04",8,5,0,0,"x","0000000000001C06",9,4,0,0,"x","0001082040000000",10,1,3,3,,"0000000060201004",11,5,2,0,
"0000000001808000",0,2,4,1,,"0000000001808030",1,2,4,0,,"00000000000101E0",2,6,5,0,"x","0000000000301800",3,0,1,1,,"00001C4080000000",4,2,2,3,,"0001086080000000",5,7,3,3,"x","0016C00000000000",6,0,0,6,"x","0000000020701000",7,0,1,1,,"0005C00000000000",8,7,1,6,"x","0000000004060180",9,3,7,0,"x","0000008101008000",10,1,5,1,,"000C420800000000",11,5,1,4,
"000000000000C020",0,2,4,0,,"000000018100C000",1,2,4,1,,"0024620000000000",2,7,0,5,"x","0000000000001806",3,0,1,0,,"0000000001C08020",4,2,3,0,,"0000086080800000",5,5,3,2,"x","0000000000080C06",6,0,0,0,"x","0000000040E02000",7,0,2,1,,"001E000000000000",8,7,0,7,"x","0000000002018060",9,7,5,0,"x","0000000101008020",10,1,5,0,,"0000C20810000000",11,5,1,3,
"0000000000006010",0,2,3,0,,"000000C101800000",1,2,4,2,,"0000000202018040",2,7,5,0,"x","0000000C18000000",3,0,0,3,,"0000000038201000",4,2,0,1,,"00008C2040000000",5,5,2,3,"x","000018C100000000",6,2,3,3,,"00011C2000000000",7,0,2,4,,"0032200000000000",8,6,0,6,"x","0000E60000000000",9,4,0,5,"x","0000104080800000",10,1,4,2,,"0000000478000000",11,6,0,3,
"0000000000C04000",0,2,3,1,,"0000001C28000000",1,3,0,3,,"0000000010100C02",2,7,0,0,"x","0000000018180000",3,0,0,2,,"0000001C20200000",4,2,0,2,,"0004C41000000000",5,5,1,4,"x","0000000001818040",6,2,4,0,,"000000000080E010",7,0,3,0,,"0001086000000000",8,0,3,4,"x","00000000020300C0",9,3,6,0,"x","0008841000000000",10,1,2,4,,"0000000008780000",11,6,0,2,
"00000000C0800000",0,2,3,2,,"0000000001C0A000",1,3,3,1,,"0004430800000000",2,7,0,4,"x","0000630000000000",3,0,0,5,,"0000000007008020",4,3,5,0,,"0012620000000000",5,7,0,5,"x","0000000306020000",6,2,5,1,,"00000020E0400000",7,0,2,2,,"0024C00000000000",8,0,1,6,"x","0000000006030040",9,5,6,0,"x","0000841020000000",10,1,2,3,,"000000C080804000",11,5,4,1,
"0000006080000000",0,2,3,3,,"0000000302018000",1,2,5,1,,"0000004180804000",2,5,4,1,"x","0000030C00000000",3,0,0,4,,"000000020201C000",4,1,4,1,,"0000000008080C02",5,7,0,0,"x","0000000010303000",6,0,1,1,,"0000470800000000",7,0,0,4,,"0056000000000000",8,0,0,7,"x","0000000103018000",9,3,5,1,"x","0000041020200000",10,1,2,2,,"0000000020201006",11,7,1,0,
"0000000000180400",0,3,0,1,,"00000000060200C0",1,2,6,0,,"0000000103008020",2,5,5,0,"x","000000000000300C",3,0,2,0,,"00000000040200E0",4,1,5,0,,"0000000000070060",5,6,5,0,"x","00000000C1808000",6,2,3,1,,,,,,,,"00088C0000000000",8,0,2,5,"x","0000004181800000",9,3,4,2,"x","0000082040400000",10,1,3,2,,"00002F0000000000",11,6,0,5,
"0000000006020000",0,2,6,1,,"0000000000381400",1,3,0,1,,"00008C1020000000",2,5,2,3,"x","000CC00000000000",3,0,1,6,,"0000000000702008",4,2,1,0,,"0000000103010040",5,5,5,0,"x","007C000000000000",6,0,0,7,,,,,,,,"0012600000000000",8,0,0,6,"x","0006E00000000000",9,6,0,6,"x","0000002040402000",10,1,3,1,,"0000013C00000000",11,6,0,4,
"0000010C00000000",0,0,0,4,,"000C860000000000",1,2,1,5,,"0000086040400000",2,5,3,2,"x","0000000060600000",3,0,2,2,,"0000000070402000",4,2,1,1,,"0000000000001C0C",5,0,0,0,"x","0000231800000000",6,0,0,4,,,,,,,,"000000E100000000",8,5,3,3,,"003E000000000000",9,6,0,7,"x","0000000040402008",10,1,3,0,,"0000000180804010",11,5,4,0,
"0000000000000C01",0,3,0,0,,"000000000060200C",1,2,2,0,,"000008F000000000",2,6,2,4,"x","0000000000603000",3,0,2,1,,"0000003840400000",4,2,1,2,,"00000001C3000000",5,0,3,2,"x","0000006060200000",6,3,2,2,,,,,,,,"00000001C1000000",8,5,3,2,,"000000000180C010",9,5,4,0,,"000000000000003C",10,0,2,0,,"0000182040400000",11,5,3,2,
"0000000418000000",0,0,0,3,,"0000000060403000",1,2,2,1,,"00000043C0000000",2,6,3,3,"x","0000001830000000",3,0,1,3,,"0000071020000000",4,2,0,3,,"0000000003830000",5,0,4,1,"x","0000000000406030",6,0,3,0,,,,,,,,"0000000000007010",8,5,2,0,,"0000061810000000",9,5,1,3,,"00001E0000000000",10,0,1,5,,"0000000000083C00",11,6,0,1,
"0000000000018040",0,2,5,0,,"0000001820300000",1,2,1,2,,"0005E00000000000",2,6,0,6,"x","0000000030300000",3,0,1,2,,"0000000380804000",4,3,4,1,,"0000000000038180",5,0,5,0,"x","000000C302000000",6,2,4,2,,,,,,,,"0001C80000000000",8,5,1,5,,"0000000181804000",9,5,4,1,,"0000007800000000",10,0,1,4,,"000000000000040F",11,6,0,0,
"000000C100000000",0,2,4,3,,"0000061030000000",1,2,1,3,,"00009E0000000000",2,6,1,5,"x","0000C60000000000",3,0,1,5,,"000E840000000000",4,2,0,5,,"0000EC0000000000",5,0,0,5,"x","0002660000000000",6,0,0,5,,,,,,,,"0000000003810000",8,5,4,1,,"0008C60000000000",9,7,1,5,,"00000001E0000000",10,0,2,3,,"0000000301008020",11,5,5,0,
"0000000302000000",0,2,5,2,,"0000C41800000000",1,2,1,4,,"0026420000000000",2,1,0,5,"x","0000061800000000",3,0,1,4,,"000E210000000000",4,3,0,5,,"00000E6000000000",5,0,1,4,"x","000D880000000000",6,2,1,5,,,,,,,,"000000000001C040",8,5,4,0,,"0000000030300800",9,5,1,1,,"0000000001E00000",10,0,2,2,,"0000000001E08000",11,4,2,1,
"0000000003010000",0,2,5,1,,"0000000000C04018",1,2,3,0,,"0000087800000000",2,0,1,4,"x",,,,,,,"0000000000E01004",4,3,2,0,,"0000007180000000",5,0,2,3,"x","000000000010180C",6,0,1,0,,,,,,,,"000000000000E020",8,5,3,0,,"0000001830100000",9,5,1,2,,"000000000000F000",10,0,2,1,,"00000000F0800000",11,4,1,2,
"0000000030200000",0,2,1,2,,"00000000C0806000",1,2,3,1,,"0000000010180802",2,1,0,0,"x",,,,,,,"00000001C1008000",4,2,3,1,,"0000008302010000",5,5,5,1,,"0000000030602000",6,2,1,1,,,,,,,,"00001C4000000000",8,5,2,4,,"0000003060200000",9,5,2,2,,"000000000000001E",10,0,1,0,,"0000000003C10000",11,4,3,1,
"0000000000301000",0,2,1,1,,"0000006080C00000",1,2,3,2,,"0004620800000000",2,1,0,4,"x",,,,,,,"0000070408000000",4,3,0,3,,"0000000818080400",5,1,0,1,,"0000001860400000",6,2,1,2,,,,,,,,"0000007080000000",8,5,2,3,,"00018C1000000000",9,5,2,4,,"0000003C00000000",10,0,0,4,,"000000000001E040",11,4,3,0,
"0000061000000000",0,2,1,4,,"0000003040600000",1,2,2,2,,"00008F0000000000",2,0,0,5,"x",,,,,,,"0000007020200000",4,3,2,2,,"0000000081808020",5,5,4,0,,"0000063040000000",6,2,1,3,,,,,,,,"0000000000E04000",8,5,2,1,,"000CC20000000000",9,5,1,5,,"00000F0000000000",10,0,0,5,,"000000F100000000",11,4,2,3,
"0000001820000000",0,2,1,3,,"00000C2060000000",1,2,2,3,,"000000000203C000",2,0,4,1,"x",,,,,,,"00000E0810000000",4,3,1,3,,"00000038C0000000",5,0,1,3,,"0001984000000000",6,2,2,4,,,,,,,,"0000000001C08000",8,5,3,1,,"0000000000C06008",9,5,3,0,,"00000000F0000000",10,0,1,3,,"0000000000F04000",11,4,1,1,
"0002600000000000",0,0,0,6,,"0001883000000000",1,2,2,4,,"0000000103C00000",2,0,3,2,"x",,,,,,,"0001C20800000000",4,3,1,4,,"000010C101000000",5,5,4,2,,"0000000000C0C020",6,2,3,0,,,,,,,,"00000000E0800000",8,5,2,2,,"0000000060601000",9,5,2,1,,"0000000000F00000",10,0,1,2,,"0000107800000000",11,0,1,4,
"0000620000000000",0,2,0,5,,"00000001C1400000",1,3,3,2,,"00000041E0000000",2,0,2,3,"x",,,,,,,"0000000000700802",4,3,1,0,,"0001184080000000",5,5,3,3,,"0000000000606010",6,2,2,0,,,,,,,,"0000000000080403",8,0,0,0,,"0000000000603004",9,5,2,0,,"0000000000007800",10,0,1,1,,"000000000000F020",11,4,2,0,
"0000000000001804",0,2,1,0,,"000000E140000000",1,3,3,3,,"00000000000201E0",2,0,5,0,"x",,,,,,,"0000000070100800",4,3,1,1,,"0000000040C04010",5,5,3,0,,"0000000060C04000",6,2,2,1,,,,,,,,"0006210000000000",8,6,0,5,,"00000C3020000000",9,5,2,3,,"0000010408080000",10,1,0,2,,"00001E4000000000",11,4,1,4,
"0000230000000000",0,0,0,5,,"00000070A0000000",1,3,2,3,,"0000023C00000000",2,6,0,4,,,,,,,,"0000003810100000",4,3,1,2,,"0009882000000000",5,5,2,4,,"00000030C0800000",6,2,2,2,,,,,,,,"0000610400000000",8,6,0,4,,"0000186040000000",9,5,3,3,,"0000000078000000",10,0,0,3,,"0000007880000000",11,4,1,3,
"0000003040000000",0,2,2,3,,"00001C5000000000",1,3,2,4,,"0001182040000000",2,5,3,3,,,,,,,,"000000E101000000",4,2,3,2,,"0001D80000000000",5,0,1,5,,"0000183020000000",6,3,2,3,,,,,,,,"0000030408000000",8,6,0,3,,"0000C60800000000",9,5,1,4,,"00000000000001E0",10,0,5,0,,"0000610408000000",11,5,0,3,
"0000000060400000",0,2,2,2,,"0000030418000000",1,0,0,3,,"00001040C0800000",2,7,3,2,,,,,,,,"0000000000380401",4,3,0,0,,"00000020C0804000",5,5,3,1,,"000000000300C010",6,3,4,0,,,,,,,,"0000000030100800",8,6,1,1,,"00000000C0C02000",9,5,3,1,,"0000000007800000",10,0,4,2,,"0000030408080000",11,5,0,2,
"0001880000000000",0,2,2,5,,"0000000018080C00",1,0,0,1,,"0000000081E00000",2,0,2,2,,,,,,,,"000000E040400000",4,3,3,2,,"00000000E0300000",5,6,1,2,,"0000060C08000000",6,3,0,3,,,,,,,,"0000000000300802",8,6,1,0,,"00000060C0400000",9,5,3,2,,"0000000408080400",10,1,0,1,,"0000000007820000",11,4,4,1,
"00000C2000000000",0,2,2,4,,"0000000007028000",1,3,5,1,,"0000000081804010",2,5,4,0,,,,,,,,"00000001C0402000",4,3,3,1,,"0001C30000000000",5,6,0,5,,"0000000000C03004",6,3,2,0,,,,,,,,"0000000010101800",8,0,1,1,,"00000001C1800000",9,4,3,2,,"0000000008080401",10,1,0,0,,"0000000030100802",11,5,1,0,
"000C800000000000",0,2,1,6,,"0000000000180403",1,0,0,0,,"00000020C0402000",2,5,3,1,,,,,,,,"0000000001C02008",4,3,3,0,,"00000E0C00000000",5,6,0,4,,"00000000C0601000",6,3,2,1,,,,,,,,"0000000C08080000",8,6,0,2,,"00000070C0000000",9,4,2,3,,"00000000000003C0",10,0,6,0,,"0000002078000000",11,0,0,3,
"0000C40000000000",0,2,1,5,,"0000000C08180000",1,0,0,2,,"0000000000203C00",2,0,0,1,,,,,,,,"0000000038080400",4,3,0,1,,"0000000000E01800",5,6,1,1,,"0000000008181800",6,0,0,1,,,,,,,,"0000000007020000",8,5,5,1,,"00000000E0C00000",9,4,2,2,,"0000000003C00000",10,0,3,2,,"0006210400000000",11,5,0,4,
"0000000000602000",0,2,2,1,,"0000000003814000",1,3,4,1,,"0009841000000000",2,5,2,4,,,,,,,,"0000001C08080000",4,3,0,2,,"0000000000007006",5,6,1,0,,"0009980000000000",6,0,2,5,,,,,,,,"0000000000038080",8,5,5,0,,"0000000000E06000",9,4,2,1,,"000000000001E000",10,0,3,1,,"000000000003C080",11,4,4,0,
"0000000000003008",0,2,2,0,,"0000000382800000",1,3,4,2,,"0000000020780000",2,0,0,2,,,,,,,,"0000000382010000",4,2,4,1,,"0000003818000000",5,6,0,3,,"0000000001806008",6,3,3,0,,,,,,,,"0000000382000000",8,5,4,2,,"0000000001C0C000",9,4,3,1,,"0000000000000078",10,0,3,0,,"00000003C2000000",11,4,3,2,
"0000000000000403",0,0,0,0,,"0006230000000000",1,0,0,5,,"0000000040C02008",2,5,3,0,,,,,,,,"0000000007020080",4,2,5,0,,"0000000000003803",5,6,0,0,,"0000000180C02000",6,3,3,1,,,,,,,,"0000000018080400",8,6,0,1,,"000000000000E030",9,4,3,0,,"000000000003C000",10,0,4,1,,"0000000C08080400",11,5,0,1,
"0000006040000000",0,3,3,3,,"0000000000702800",1,3,1,1,,"0000000000103C00",2,6,0,1,,,,,,,,"00001C1020000000",4,3,2,3,,"0000000206020080",5,5,6,0,,"000000C0C0400000",6,3,3,2,,,,,,,,"0000000000180401",8,6,0,0,,"00001C6000000000",9,4,2,4,,"00000000000000F0",10,0,4,0,,"0000000018080401",11,5,0,0,
"00000000C0400000",0,3,3,2,,"0000000070500000",1,3,1,2,,"000000000000080F",2,6,0,0,,,,,,,,"0000001020E00000",4,0,2,2,,"0000000070180000",5,6,0,2,,"0000C30400000000",6,3,0,4,,,,,,,,"0000000810300000",8,0,1,2,,"0000003860000000",9,4,1,3,,"00000003C0000000",10,0,3,3,,"0000000000078100",11,4,5,0,
"000000000000C010",0,3,4,0,,"0000071400000000",1,3,0,4,,"0000000878000000",2,6,0,3,,,,,,,,"00000410E0000000",4,0,2,3,,"0000000000700C00",5,6,0,1,,"0000003030100000",6,3,1,2,,,,,,,,"000000010100C000",8,4,4,1,,"0000000070600000",9,4,1,2,,,,,,,,"0024430000000000",11,7,0,5,
"0000182000000000",0,3,3,4,,"0000E50000000000",1,3,0,5,,"0000000010780000",2,6,0,2,,,,,,,,"0000002041C00000",4,0,3,2,,"0074400000000000",5,5,0,6,,"0000000000300C01",6,3,0,0,,,,,,,,"0000000001008030",8,4,4,0,,"00018C2000000000",9,1,2,4,,,,,,,,"0000000810100C00",11,7,0,1,
"0001840000000000",0,3,2,5,,"000EA00000000000",1,3,0,6,,"0000000206010040",2,5,6,0,,,,,,,,"00044E0000000000",4,0,1,5,,"0000230810000000",5,5,0,3,,"0000000030180400",6,3,0,1,,,,,,,,"00001040C0000000",8,4,3,3,,"0000000000007018",9,4,2,0,,,,,,,,"0000841030000000",11,7,1,3,
"00000C1000000000",0,3,2,4,,"0000610C00000000",1,0,0,4,,"000000000080F000",2,0,2,1,,,,,,,,"000000000020101C",4,0,2,0,,"0000010C10100000",5,5,0,2,,"0000001818080000",6,3,0,2,,,,,,,,"0000000202018000",8,4,5,1,,"0001CC0000000000",9,4,1,5,,,,,,,,"0000041020300000",11,7,1,2,
"0000000000C02000",0,3,3,1,,"0000000000E05000",1,3,2,1,,"000010C080800000",2,5,4,2,,,,,,,,"0000000020207000",4,0,2,1,,"00000000E1800000",5,0,2,2,,"00000C1810000000",6,3,1,3,,,,,,,,"0004460000000000",8,0,1,5,,"00000E3000000000",9,4,1,4,,,,,,,,"0000001020201800",11,7,1,1,
"0000000000006008",0,3,3,0,,"00000000E0A00000",1,3,2,2,,"0000004080C04000",2,7,3,1,,,,,,,,"00000821C0000000",4,0,3,3,,"0002620800000000",5,5,0,4,,"0000000418300000",6,0,0,2,,,,,,,,"0000008101800000",8,4,4,2,,"0000000000301802",9,5,1,0,,,,,,,,"0000000010100803",11,7,0,0,
"0000000301000000",0,3,5,2,,"0000003850000000",1,3,1,3,,"0000008301008000",2,5,5,1,,,,,,,,"0000000000804070",4,0,4,0,,"0000000418100800",5,5,0,1,,"0000010C30000000",6,0,0,3,,,,,,,,"0000004080C00000",8,4,3,2,,"0000000C18080000",9,5,0,2,,,,,,,,"000000000000103C",11,6,2,0,
"0000000003008000",0,3,5,1,,"00000E2800000000",1,3,1,4,,"000000000101E000",2,0,3,1,,,,,,,,"0000847000000000",4,0,2,4,,"000000000601C000",5,4,4,1,,"0000000000601802",6,3,1,0,,,,,,,,"0000082060000000",8,4,2,3,,"0000000018180400",9,5,0,1,,,,,,,,"0000000000403C00",11,0,0,1,
"0000000006010000",0,3,6,1,,"0001CA0000000000",1,3,1,5,,"0002610400000000",2,5,0,4,,,,,,,,"0000000000402038",4,0,3,0,,"0000000386000000",5,0,4,2,,"0000000060300800",6,3,1,1,,,,,,,,"0000002040600000",8,4,2,2,,"0000000000180C01",9,5,0,0,,,,,,,,"0000420818000000",11,7,0,3,
"0000000000080C00",0,0,0,1,,"0000A70000000000",1,1,0,5,,"0000000010300802",2,5,1,0,,,,,,,,"000000004040E000",4,0,3,1,,"0000000010180401",5,1,0,0,,"0000000020300C00",6,1,0,1,,,,,,,,"0000000040403000",8,4,2,1,,"0006610000000000",9,5,0,5,,,,,,,,"0000020810180000",11,7,0,2,
"0000000180800000",0,3,4,2,,"00000C1060000000",1,0,2,3,,"0072200000000000",2,5,0,6,,,,,,,,"0000010438000000",4,0,0,3,,"00001CC000000000",5,0,2,4,,"0000001030180000",6,1,0,2,,,,,,,,"0000000080806000",8,4,3,1,,"0000630400000000",9,5,0,4,,,,,,,,"0000104080C00000",11,7,3,2,
"0000000001804000",0,3,4,1,,"000000000000280E",1,1,1,0,,"0000230408000000",2,5,0,3,,,,,,,,"0000211C00000000",4,0,0,4,,"0000000000007030",5,0,2,0,,"0000000000403006",6,1,1,0,,,,,,,,"0000000000804018",8,4,3,0,,"0000030C08000000",9,5,0,3,,,,,,,,"0000004080806000",11,7,3,1,
"0000000000018020",0,3,5,0,,"0000000028380000",1,1,0,2,,"0000000008180401",2,5,0,0,,,,,,,,"0000000810700000",4,0,1,2,,"0000000020602008",5,5,2,0,,"0000000081818000",6,0,4,1,,,,,,,,"0001083000000000",8,4,2,4,,"0000000003818000",9,4,4,1,,,,,,,,"0000002040403000",11,7,2,1,
"000000C080000000",0,3,4,3,,"0000001438000000",1,1,0,3,,"000000000000100F",2,0,0,0,,,,,,,,"0000000000080407",4,0,0,0,,"002C840000000000",5,5,1,5,,"0000000004060300",6,0,7,0,,,,,,,,"0000000000702000",8,5,1,1,,"000000000001C060",9,4,4,0,,,,,,,,"000000000000200F",11,0,0,0,
